ticket_id,account_id,rep_id,opened_date,closed_date,priority,category,subject,description,resolution_notes,csat_score,resolution_hours,escalated,product_line
TKT-0000658,ACC-00124,REP-017,2025-03-13,2025-03-30,P1,Bug,Issue with Training - ref 658,System performance degraded significantly during end-of-month close process.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",5,628,N,Analytics Module
TKT-0000659,ACC-00462,REP-018,2025-05-08,2025-05-18,P1,Integration,Issue with Bug - ref 659,Cannot connect Snowflake integration. Authentication keeps timing out.,Model retrained with updated feature set. Accuracy improved to 94%.,4,176,N,Analytics Module
TKT-0000660,ACC-00491,REP-004,2024-08-13,,P2,Training,Issue with Performance - ref 660,Need help configuring row-level security for multi-tenant environment.,,,,N,Analytics Module
TKT-0000661,ACC-00058,REP-011,2024-09-20,2024-09-28,P1,Billing,Issue with Bug - ref 661,Machine learning model predictions diverging significantly from actuals.,Billing team confirmed rate discrepancy. Credit issued to account.,4,418,N,Data Integration Suite
TKT-0000662,ACC-00043,REP-011,2024-10-12,2024-11-05,P4,Bug,Issue with Billing - ref 662,Requesting bulk user provisioning feature for enterprise onboarding.,Distribution list updated and tested. All reports sending correctly.,5,42,N,Security Package
TKT-0000663,ACC-00149,REP-014,2024-04-25,2024-05-13,P2,Training,Issue with Bug - ref 663,Automated reports not sending to correct distribution list after migration.,"Rate limit increased to 10,000 RPM. Architecture review recommended.",2,418,Y,Security Package
TKT-0000664,ACC-00225,REP-017,2024-12-10,2024-12-14,P1,Bug,Issue with Feature Request - ref 664,Need help configuring row-level security for multi-tenant environment.,RLS policy configured correctly. Documentation updated for future reference.,5,406,Y,Analytics Module
TKT-0000665,ACC-00500,REP-007,2024-02-03,,P3,Feature Request,Issue with Access - ref 665,Need help configuring row-level security for multi-tenant environment.,,,,Y,Analytics Module
TKT-0000666,ACC-00143,REP-009,2025-03-05,2025-03-19,P4,Performance,Issue with Billing - ref 666,System performance degraded significantly during end-of-month close process.,RLS policy configured correctly. Documentation updated for future reference.,4,512,N,Analytics Module
TKT-0000667,ACC-00063,REP-009,2025-01-28,2025-02-12,P4,Billing,Issue with Feature Request - ref 667,Invoice amount does not match contracted rate. Please review attachment.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",1,111,Y,Platform License
TKT-0000668,ACC-00498,REP-006,2024-09-12,2024-10-04,P4,Access,Issue with Integration - ref 668,API rate limits causing production failures during peak business hours.,Billing team confirmed rate discrepancy. Credit issued to account.,3,28,Y,Platform License
TKT-0000669,ACC-00393,REP-016,2024-12-04,2024-12-29,P4,Feature Request,Issue with Performance - ref 669,Automated reports not sending to correct distribution list after migration.,Distribution list updated and tested. All reports sending correctly.,5,533,N,Data Integration Suite
TKT-0000670,ACC-00277,REP-018,2025-02-18,,P1,Training,Issue with Bug - ref 670,Need help configuring row-level security for multi-tenant environment.,,,,Y,Security Package
TKT-0000671,ACC-00227,REP-015,2024-08-18,2024-08-29,P1,Bug,Issue with Feature Request - ref 671,Machine learning model predictions diverging significantly from actuals.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,2,386,N,Security Package
TKT-0000672,ACC-00250,REP-004,2024-03-09,2024-03-19,P4,Integration,Issue with Access - ref 672,Machine learning model predictions diverging significantly from actuals.,Identified bottleneck in reporting query. Optimized with clustering key.,4,399,N,Analytics Module
TKT-0000673,ACC-00135,REP-016,2024-09-16,2024-09-18,P4,Access,Issue with Integration - ref 673,API rate limits causing production failures during peak business hours.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,3,401,Y,Platform License
TKT-0000674,ACC-00429,REP-012,2024-10-29,2024-10-31,P3,Training,Issue with Integration - ref 674,System performance degraded significantly during end-of-month close process.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",3,132,N,Platform License
TKT-0000675,ACC-00183,REP-014,2024-08-07,,P3,Bug,Issue with Integration - ref 675,Cannot connect Snowflake integration. Authentication keeps timing out.,,,,N,Analytics Module
TKT-0000676,ACC-00044,REP-003,2024-11-27,2024-12-07,P3,Bug,Issue with Performance - ref 676,Invoice amount does not match contracted rate. Please review attachment.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",5,607,N,Platform License
TKT-0000677,ACC-00291,REP-017,2024-08-23,2024-09-14,P4,Performance,Issue with Bug - ref 677,Automated reports not sending to correct distribution list after migration.,Identified bottleneck in reporting query. Optimized with clustering key.,1,433,N,Security Package
TKT-0000678,ACC-00294,REP-004,2024-10-19,2024-11-01,P4,Bug,Issue with Integration - ref 678,Cannot connect Snowflake integration. Authentication keeps timing out.,"Rate limit increased to 10,000 RPM. Architecture review recommended.",4,331,N,Analytics Module
TKT-0000679,ACC-00497,REP-014,2024-11-10,2024-11-20,P2,Billing,Issue with Integration - ref 679,Data pipeline failing silently. No error logs visible in monitoring console.,Model retrained with updated feature set. Accuracy improved to 94%.,2,373,N,Data Integration Suite
TKT-0000680,ACC-00294,REP-013,2024-01-25,,P2,Access,Issue with Integration - ref 680,Data pipeline failing silently. No error logs visible in monitoring console.,,,,Y,Data Integration Suite
TKT-0000681,ACC-00411,REP-017,2024-05-19,2024-05-22,P4,Billing,Issue with Feature Request - ref 681,API rate limits causing production failures during peak business hours.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,3,581,N,Security Package
TKT-0000682,ACC-00103,REP-014,2024-12-05,2024-12-23,P4,Performance,Issue with Access - ref 682,Machine learning model predictions diverging significantly from actuals.,Distribution list updated and tested. All reports sending correctly.,5,321,N,Platform License
TKT-0000683,ACC-00442,REP-006,2024-11-17,2024-12-10,P4,Feature Request,Issue with Integration - ref 683,Automated reports not sending to correct distribution list after migration.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,5,529,N,Platform License
TKT-0000684,ACC-00237,REP-005,2024-09-24,2024-10-01,P2,Feature Request,Issue with Integration - ref 684,Requesting bulk user provisioning feature for enterprise onboarding.,RLS policy configured correctly. Documentation updated for future reference.,4,374,N,Platform License
TKT-0000685,ACC-00434,REP-014,2024-11-20,,P3,Training,Issue with Performance - ref 685,Invoice amount does not match contracted rate. Please review attachment.,,,,N,Analytics Module
TKT-0000686,ACC-00077,REP-007,2024-07-26,2024-08-03,P1,Feature Request,Issue with Training - ref 686,Requesting bulk user provisioning feature for enterprise onboarding.,Distribution list updated and tested. All reports sending correctly.,4,117,N,Security Package
TKT-0000687,ACC-00104,REP-006,2024-11-27,2024-12-26,P3,Feature Request,Issue with Bug - ref 687,Requesting bulk user provisioning feature for enterprise onboarding.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,5,38,N,Platform License
TKT-0000688,ACC-00401,REP-001,2025-05-08,2025-06-01,P1,Training,Issue with Bug - ref 688,API rate limits causing production failures during peak business hours.,Identified bottleneck in reporting query. Optimized with clustering key.,3,498,Y,Security Package
TKT-0000689,ACC-00337,REP-003,2025-04-04,2025-04-16,P4,Training,Issue with Integration - ref 689,Invoice amount does not match contracted rate. Please review attachment.,Updated OAuth token rotation policy. Connection stable for 72+ hours.,1,688,Y,Data Integration Suite
TKT-0000690,ACC-00047,REP-008,2024-09-11,,P1,Training,Issue with Training - ref 690,API rate limits causing production failures during peak business hours.,,,,N,Security Package
TKT-0000691,ACC-00479,REP-014,2025-02-16,2025-03-12,P2,Feature Request,Issue with Bug - ref 691,Invoice amount does not match contracted rate. Please review attachment.,Updated OAuth token rotation policy. Connection stable for 72+ hours.,3,242,N,Security Package
TKT-0000692,ACC-00029,REP-016,2024-05-10,2024-06-07,P3,Integration,Issue with Bug - ref 692,API rate limits causing production failures during peak business hours.,Model retrained with updated feature set. Accuracy improved to 94%.,4,604,N,Analytics Module
TKT-0000693,ACC-00186,REP-016,2025-05-08,2025-05-17,P3,Training,Issue with Performance - ref 693,Dashboard loading extremely slow after latest update. Users unable to access reports.,Identified bottleneck in reporting query. Optimized with clustering key.,1,149,Y,Analytics Module
TKT-0000694,ACC-00159,REP-012,2024-05-09,2024-05-27,P1,Access,Issue with Training - ref 694,Cannot connect Snowflake integration. Authentication keeps timing out.,Distribution list updated and tested. All reports sending correctly.,4,394,Y,Security Package
TKT-0000695,ACC-00131,REP-010,2025-04-19,,P1,Training,Issue with Training - ref 695,Cannot connect Snowflake integration. Authentication keeps timing out.,,,,N,Analytics Module
TKT-0000696,ACC-00469,REP-015,2025-03-16,2025-04-14,P3,Training,Issue with Training - ref 696,Need help configuring row-level security for multi-tenant environment.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",3,165,Y,Security Package
TKT-0000697,ACC-00475,REP-011,2024-08-29,2024-09-22,P4,Training,Issue with Bug - ref 697,Invoice amount does not match contracted rate. Please review attachment.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,5,423,Y,Data Integration Suite
TKT-0000698,ACC-00378,REP-011,2024-08-03,2024-08-23,P4,Integration,Issue with Bug - ref 698,Dashboard loading extremely slow after latest update. Users unable to access reports.,Billing team confirmed rate discrepancy. Credit issued to account.,4,561,N,Platform License
TKT-0000699,ACC-00157,REP-011,2024-07-24,2024-07-31,P1,Bug,Issue with Feature Request - ref 699,Cannot connect Snowflake integration. Authentication keeps timing out.,Model retrained with updated feature set. Accuracy improved to 94%.,2,644,N,Data Integration Suite
TKT-0000700,ACC-00448,REP-005,2024-08-19,,P3,Feature Request,Issue with Integration - ref 700,System performance degraded significantly during end-of-month close process.,,,,N,Data Integration Suite
TKT-0000701,ACC-00189,REP-006,2024-04-11,2024-04-14,P4,Billing,Issue with Training - ref 701,System performance degraded significantly during end-of-month close process.,Updated OAuth token rotation policy. Connection stable for 72+ hours.,1,425,Y,Analytics Module
TKT-0000702,ACC-00102,REP-009,2025-04-09,2025-04-12,P2,Bug,Issue with Billing - ref 702,System performance degraded significantly during end-of-month close process.,RLS policy configured correctly. Documentation updated for future reference.,5,474,N,Analytics Module
TKT-0000703,ACC-00485,REP-004,2024-02-15,2024-02-27,P1,Integration,Issue with Access - ref 703,Need help configuring row-level security for multi-tenant environment.,Distribution list updated and tested. All reports sending correctly.,4,175,Y,Analytics Module
TKT-0000704,ACC-00485,REP-009,2024-12-31,2025-01-07,P3,Integration,Issue with Billing - ref 704,Need help configuring row-level security for multi-tenant environment.,Billing team confirmed rate discrepancy. Credit issued to account.,4,196,N,Analytics Module
TKT-0000705,ACC-00373,REP-007,2025-02-25,,P4,Feature Request,Issue with Billing - ref 705,Invoice amount does not match contracted rate. Please review attachment.,,,,Y,Data Integration Suite
TKT-0000706,ACC-00317,REP-015,2025-05-14,2025-05-23,P2,Performance,Issue with Access - ref 706,Automated reports not sending to correct distribution list after migration.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,1,242,N,Analytics Module
TKT-0000707,ACC-00204,REP-007,2025-03-22,2025-04-02,P4,Integration,Issue with Billing - ref 707,System performance degraded significantly during end-of-month close process.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,1,710,Y,Platform License
TKT-0000708,ACC-00242,REP-012,2024-01-27,2024-02-07,P1,Bug,Issue with Performance - ref 708,Machine learning model predictions diverging significantly from actuals.,Identified bottleneck in reporting query. Optimized with clustering key.,4,241,N,Security Package
